code,name,.,涨幅,现价,涨跌,买价,卖价,总手,总金额,现手,1分钟涨速,涨速,实体涨幅,现均差%,换手,委比%,总市值,流通市值,流通比例,内盘,外盘,内外比,备注,利空,利好,主力净量,量比,TTM市盈率,净利润?,市净率,每股盈利,细分行业,所属行业,昨收,开盘,开盘涨幅,最高,最低,5日涨幅,10日涨幅,20日涨幅,年初至今,振幅,买量,卖量,笔数,贡献度,机构动向,异动类型,总股本,流通股本,利润总额,净利润增长率,每股净资产,金叉个数,散户数量,自选时间,自选价格,自选收益
SZ301091,深城交,--,-1.76%,18.99,-0.34,18.99,19,2197992,42111904,56400↓,-0.05%,-0.05%,-2.57%,-0.88,4.76%,35.12,3949920000,876070650,22.18%,1165523,1032469,1.13,--,无,无,-0.41,1.07,30.14,2957562,2.07,0.01,工程咨询服务,建筑装饰,19.33,19.49,0.83%,19.65,18.9,-7.86%,-13.13%,-12.85%,-24.41%,3.88%,700,3300,6051,--,-50.48,--,208000000,46133262,2171041亿,-90.79%,9.19,7,47.24,--,--,--
SZ300945,曼卡龙,--,-1.76%,12.84,-0.23,12.83,12.84,2643423,34702538,65810--,-0.16%,-0.16%,-3.31%,-2.2,3.47%,37.03,2626781500,976936930,37.19%,1592046,1051377,1.51,--,无,无,0.09,1.23,42.59,35735511,3.35,0.175,饰品,家用轻工,13.07,13.28,1.61%,13.59,12.74,-6.89%,-9.70%,-15.53%,-38.64%,6.50%,2000,590,7016,--,40.2,--,204578000,76085431,45036911亿,-19.43%,3.84,4,-9.9,--,--,--
SH603885,吉祥航空,--,-1.76%,15.62,-0.28,15.61,15.62,11249452,175796380,216424--,-0.38%,-0.38%,-3.04%,-0.04,0.57%,13.53,34582762000,30711172000,88.80%,6099277,5150175,1.18,--,无,无,-0.02,0.77,,-1889771500,2.95,-0.96,航空运输,机场航运,15.9,16.11,1.32%,16.18,15.27,0.77%,-0.89%,-0.51%,-12.00%,5.72%,34400,12680,27034,-0.04,-16.09,--,2214005300,1966144200,-2515698800亿,-1950%,5.29,0,-0.85,--,--,--
SZ002569,ST步森,--,-1.76%,6.69,-0.12,6.69,6.7,498700,3404909,2000--,0.15%,0.15%,-3.46%,-2.02,0.36%,-46.74,963426900,934428090,96.99%,363100,135600,2.68,--,无,无,0,1.2,,-33119267,4.37,-0.23,服装,服装家纺,6.81,6.93,1.76%,7.04,6.63,-4.97%,-8.23%,-7.85%,-16.17%,6.02%,1500,3000,454,--,--,--,144010000,139675350,-30928013亿,-189.80%,1.53,2,0,--,--,--
SZ000709,河钢股份,--,-1.76%,2.23,-0.04,2.23,2.24,51830278,117002031,500873--,0.00%,0.00%,-2.62%,-1.21,0.49%,5.56,23679496000,23675671000,99.98%,33103445,18726833,1.77,--,无,无,0.01,0.59,11.06,973805810,0.464,0.094,普钢,钢铁,2.27,2.29,0.88%,2.3,2.23,-10.08%,-7.08%,-7.85%,-5.51%,3.08%,2995767,901100,19483,-0.14,3.82,--,10618607900,10616892600,1318497890亿,-35.98%,4.81,3,1,--,--,--
SH688270,臻镭科技,--,-1.76%,111.99,-2.01,111.47,111.99,852204,96034213,3303--,-0.01%,-0.01%,-1.18%,-0.61,3.41%,1.01,12230427900,2798593100,22.88%,556385,295819,1.88,--,无,无,0.22,0.65,112.9,50400694,6.06,0.48,集成电路设计,半导体及元件,114,113.33,-0.59%,115.98,110.12,5.55%,7.17%,27.26%,81.79%,5.14%,500,430,3687,--,16.07,--,109210000,24989670,50400694亿,23.18%,18.47,2,-203.49,--,--,--
SH601668,中国建筑,--,-1.76%,5.01,-0.09,5,5.01,158373310,798146770,3251300--,0.00%,0.00%,-2.34%,-0.58,0.39%,17.34,2.10E+11,2.05E+11,97.38%,97883035,60490275,1.62,--,无,无,-0.03,1.05,3.87,28503338000,0.603,0.68,房屋建设,建筑装饰,5.1,5.13,0.59%,5.14,4.98,-2.15%,-6.70%,-2.53%,5.47%,3.14%,1041100,722400,77663,-0.24,-12.14,--,41934433000,40835367000,52020085000亿,11.18%,8.31,1,2.2,--,--,--
SH601700,风范股份,--,-1.77%,5,-0.09,4.99,5,10675550,53908837,133100--,0.00%,0.00%,-2.34%,-0.98,0.94%,42.83,5705430100,5705430100,100.00%,6608873,4066677,1.63,--,无,无,-0.06,0.91,69.27,42382130,2.14,0.04,线缆部件及其他,电力设备,5.09,5.12,0.59%,5.15,4.98,-2.34%,-2.53%,-7.06%,-18.03%,3.34%,128500,131900,7924,-0.01,-28.58,--,1141086020,1141086020,56214574亿,-20.58%,2.34,0,11.81,--,--,--
SH605222,起帆电缆,--,-1.77%,22.22,-0.4,22.22,22.23,5453333,120254780,70300--,0.09%,0.09%,-1.90%,0.74,5.09%,43.13,9293038100,2379280600,25.60%,2425580,3027753,0.801,--,无,无,-0.44,0.62,14.33,303756730,2.46,0.726,线缆部件及其他,电力设备,22.62,22.65,0.13%,22.88,21.5,4.71%,18.89%,13.48%,-13.69%,6.10%,11400,1100,16706,-0.01,-39.89,--,418228540,107078337,409165610亿,-10.41%,9.03,0,64.02,--,--,--
SH600633,浙数文化,--,-1.77%,6.11,-0.11,6.1,6.11,7685379,47542631,110300--,0.00%,0.00%,-2.71%,-1.22,0.61%,8.47,7733613500,7733613500,100.00%,4406561,3278818,1.34,--,无,无,-0.04,0.94,16.69,233539720,0.858,0.18,游戏,传媒,6.22,6.28,0.96%,6.33,6.08,-6.00%,-8.81%,-13.58%,-30.01%,4.02%,77100,52800,14153,-0.01,-56.27,--,1265730520,1265730520,351552370亿,-18.54%,7.13,5,2.15,--,--,--
SZ300603,立昂技术,--,-1.77%,8.88,-0.16,8.88,8.89,4647247,41910235,87200--,-0.11%,-0.11%,-2.84%,-1.53,1.85%,46.22,3178462800,2224883200,70.00%,2946797,1700450,1.73,--,无,无,0.12,0.88,,33930348,3.44,0.093,通信服务,通信服务,9.04,9.14,1.11%,9.18,8.86,-7.40%,-15.91%,-19.13%,-16.46%,3.54%,166300,17700,4434,--,30.48,--,357935000,250549910,37939388亿,244.30%,2.58,6,-33.47,--,--,--
SH600928,西安银行,--,-1.77%,3.33,-0.06,3.32,3.33,10082441,33852040,102300--,0.00%,0.00%,-1.48%,-0.81,0.33%,48.73,14800000000,10074008400,68.07%,6115663,3966778,1.54,--,无,无,-0.03,1.07,5.66,1227174000,0.525,0.28,城商行,银行,3.39,3.38,-0.29%,3.41,3.31,-2.92%,-6.20%,-5.13%,-18.98%,2.95%,536300,7500,13205,-0.02,-26.47,--,4444444400,3025227700,1306439000亿,-13.45%,6.34,3,2.52,--,--,--
SH600433,冠豪高新,--,-1.77%,3.33,-0.06,3.33,3.34,7064888,23673395,60800↓,-0.30%,-0.30%,-2.92%,-0.62,0.49%,66.13,6142375400,4793396400,78.04%,4680123,2384765,1.96,--,无,无,0.09,1.01,55.94,149530230,1.22,0.08,造纸,造纸,3.39,3.43,1.18%,3.44,3.31,-4.86%,-11.20%,-10.00%,-31.06%,3.83%,959013,36114,9597,-0.01,45.37,--,1844557200,1439458400,268025760亿,-16.20%,2.73,3,-5.11,--,--,--
SZ002605,姚记科技,--,-1.77%,12.75,-0.23,12.75,12.76,2368069,30587560,26500--,0.00%,0.00%,-2.45%,-1.28,0.72%,-2.41,5182384000,4178846400,80.64%,1405995,962074,1.46,--,无,无,0.02,0.84,13.04,190612100,2.03,0.469,游戏,传媒,12.98,13.07,0.69%,13.16,12.68,-6.39%,-8.86%,-13.68%,-43.16%,3.70%,6531,7400,6345,--,18.06,--,406461490,327752660,187346990亿,-48.06%,6.27,4,-2.28,--,--,--
SZ300534,陇神戎发,--,-1.77%,7.76,-0.14,7.76,7.77,9535000,75249836,500--,-0.26%,-0.26%,-3.48%,-1.67,3.17%,51.05,2353957200,2331982200,99.07%,5514500,4020500,1.37,--,无,无,-0.14,0.78,,1961024,3.26,0.007,中药,中药,7.9,8.04,1.77%,8.1,7.7,-6.28%,-17.88%,-10.50%,-47.28%,5.06%,104600,6300,11994,--,-18.76,--,303345000,300513170,6586544亿,568.10%,2.38,5,10.58,--,--,--
SZ002515,金字火腿,--,-1.77%,3.88,-0.07,3.88,3.89,6156315,24149661,67200--,-0.51%,-0.51%,-2.02%,-1.08,0.69%,18.02,3795855500,3465773800,91.30%,3343062,2813253,1.19,--,无,无,0.02,0.94,145.8,47832981,2.77,0.05,肉制品,食品加工制造,3.95,3.96,0.25%,4.01,3.86,-2.27%,-4.90%,-11.21%,-28.94%,3.80%,157100,21500,10930,--,9.66,--,978313280,893240680,51356044亿,-26.02%,1.4,1,-0.63,--,--,--
SZ000758,中色股份,--,-1.77%,4.43,-0.08,4.43,4.44,36462970,163398800,506200--,-0.23%,-0.23%,-2.64%,-1.14,1.85%,74.58,8724346400,8724127900,100.00%,19373134,17089836,1.13,--,无,无,0.08,0.75,51.28,257184290,1.76,0.131,铅锌,工业金属,4.51,4.55,0.89%,4.57,4.41,-12.62%,-9.59%,-9.59%,-18.86%,3.55%,111600,70300,42080,--,20.46,--,1969378400,1969329100,507558610亿,100.10%,2.51,3,-8.8,--,--,--
SH600639,浦东金桥,--,-1.77%,10.52,-0.19,10.52,10.53,3224728,34309694,22497--,0.00%,0.00%,-1.96%,-1.12,0.38%,54.03,11807783600,8944490100,75.75%,1945101,1279627,1.52,--,无,无,-0.02,0.8,5.52,958377660,0.957,0.854,产业地产,房地产开发,10.71,10.73,0.19%,10.85,10.52,-6.74%,-11.15%,-11.67%,-14.26%,3.08%,28700,23100,6439,-0.01,-20.98,--,1122412890,850236700,1274965770亿,116.20%,11,4,0,--,--,--
SZ000623,吉林敖东,--,-1.78%,13.28,-0.24,13.27,13.28,6950946,93360593,62600--,0.00%,0.00%,-2.21%,-1.12,0.60%,-16.69,15445267000,15394882000,99.67%,3886071,3064875,1.27,--,无,无,-0.07,1.2,11.76,494642570,0.634,0.435,中药,中药,13.52,13.58,0.44%,13.68,13.18,-5.21%,-7.07%,-5.88%,-26.91%,3.70%,3000,37300,12542,-0.09,-34.83,--,1163047240,1159253190,409862760亿,-48.60%,20.94,2,9.08,--,--,--
SZ000002,万  科Ａ,--,-1.78%,17.15,-0.31,17.15,17.16,53710931,930260610,1074146--,-0.12%,-0.12%,-3.00%,-0.97,0.55%,63.66,1.99E+11,1.67E+11,83.55%,29245396,24465535,1.2,--,有,有,-0.06,0.86,8.42,12222659200,0.846,1.05,住宅开发,房地产开发,17.46,17.68,1.26%,17.71,17.13,-1.94%,-7.30%,3.13%,-8.70%,3.32%,149754,1300,73631,-1.21,-20.05,--,11630709500,9717360700,24359200000亿,10.64%,20.28,1,8.86,--,--,--
SZ002574,明牌珠宝,--,-1.78%,4.42,-0.08,4.42,4.43,4753370,21255123,66800--,-0.23%,-0.23%,-2.86%,-1.15,0.90%,-35.07,2333760000,2333760000,100.00%,2809402,1943968,1.45,--,无,无,0.02,1.06,,37080219,0.746,0.07,饰品,家用轻工,4.5,4.55,1.11%,4.61,4.38,-6.36%,-11.42%,-9.24%,-10.16%,5.11%,1800,46000,9190,--,19.89,--,528000000,528000000,52309833亿,-89.74%,5.92,3,-0.98,--,--,--
SZ300272,开能健康,--,-1.78%,4.97,-0.09,4.96,4.97,2513582,12624455,115900--,0.00%,0.00%,-2.36%,-1.04,0.61%,25.93,2868544600,2043279900,71.23%,1593827,919755,1.73,--,无,无,-0.04,0.82,36.21,31186813,2.43,0.05,小家电,小家电,5.06,5.09,0.59%,5.1,4.96,-2.74%,-6.23%,-9.31%,-29.90%,2.77%,47500,44700,3357,--,-45.74,--,577171950,411122720,53041956亿,-45.12%,2.04,2,3.64,--,--,--
SH600127,金健米业,--,-1.78%,7.73,-0.14,7.73,7.74,13562701,106130118,275600--,0.13%,0.13%,-2.77%,-1.21,2.11%,34.08,4960984300,4960984300,100.00%,8528049,5034652,1.69,--,无,无,-0.25,0.76,,-18562193,7.12,-0.029,粮油加工,农产品加工,7.87,7.95,1.02%,7.99,7.68,-10.74%,-11.56%,-9.17%,-8.63%,3.94%,187200,48600,9750,-0.01,-32.52,--,641783220,641783220,-15849819亿,-252.40%,1.09,4,39.01,--,--,--
SH688319,欧林生物,--,-1.78%,13.8,-0.25,13.8,13.82,1407725,19625372,8297--,-0.36%,-0.36%,-3.23%,-1,0.49%,-18.26,5592657000,3947558300,70.58%,822299,585426,1.4,--,无,无,0,1.19,57.86,31042437,6.38,0.077,疫苗,生物制品,14.05,14.26,1.49%,14.29,13.68,-1.57%,-11.42%,-16.92%,-61.46%,4.34%,3004,3000,2279,-0.01,-2.89,--,405265000,286054950,35993317亿,-26.71%,2.17,3,0,--,--,--
SH603123,翠微股份,--,-1.78%,9.38,-0.17,9.37,9.38,10164314,96822545,165400--,-0.11%,-0.11%,-2.80%,-1.53,1.56%,-33.52,7492149900,6118348400,81.66%,6199398,3964916,1.56,--,无,无,-0.18,0.77,80.3,22064654,1.94,0.028,多元金融,保险及其他,9.55,9.65,1.05%,9.77,9.33,-8.67%,-10.58%,-16.10%,16.02%,4.61%,14600,25801,10441,-0.01,-59.82,--,798736670,652275950,12508831亿,-76.55%,4.84,5,29.85,--,--,--
SH601166,兴业银行,--,-1.78%,16.54,-0.3,16.53,16.54,74047815,1233329550,1901200--,-0.06%,-0.06%,-2.30%,-0.69,0.36%,41.01,3.44E+11,3.44E+11,100.00%,45030180,29017635,1.55,--,有,有,-0.01,1.46,3.93,44887000000,0.556,2.03,股份制银行,银行,16.84,16.93,0.53%,16.96,16.49,-2.99%,-6.50%,-3.33%,-8.14%,2.79%,100400,5217,65564,-0.39,-3.53,--,20774241000,20774241000,52173000000亿,11.90%,29.77,2,2.83,--,--,--
SH600820,隧道股份,--,-1.78%,4.96,-0.09,4.96,4.97,19787157,98898466,220500--,0.00%,0.00%,-2.17%,-0.75,0.63%,-5.34,15594717000,15594717000,100.00%,11966992,7820165,1.53,--,无,无,-0.12,1.23,7.24,540493800,0.629,0.17,基础建设,建筑装饰,5.05,5.07,0.40%,5.08,4.94,-5.52%,-10.95%,-11.74%,-3.69%,2.77%,308842,63400,17356,-0.02,-34.91,--,3144096100,3144096100,863862080亿,-30.79%,7.89,6,2.54,--,--,--
SH600235,民丰特纸,--,-1.78%,4.96,-0.09,4.96,4.97,3471200,17451078,31600--,-0.40%,-0.40%,-2.55%,-1.33,0.99%,-6.69,1742448000,1742448000,100.00%,2195898,1275302,1.72,--,无,无,0.06,1.13,37.26,20080891,1.24,0.057,造纸,造纸,5.05,5.09,0.79%,5.16,4.94,-6.42%,-11.90%,-14.04%,-20.26%,4.36%,47900,6300,7248,0,100,--,351300000,351300000,20080891亿,-36.52%,4.02,5,-2.73,--,--,--
SH600185,格力地产,--,-1.78%,4.96,-0.09,4.96,4.97,13275444,66646402,139080--,-0.20%,-0.20%,-2.75%,-1.19,0.70%,14.23,9349628700,9349628700,100.00%,8210948,5064496,1.62,--,无,无,0.02,0.89,,95908157,1.05,0.05,住宅开发,房地产开发,5.05,5.1,0.99%,5.13,4.93,-8.82%,-12.37%,-10.14%,-27.17%,3.96%,76420,63500,10660,-0.01,6.18,--,1885005800,1885005800,133265170亿,-79.56%,4.75,3,-0.66,--,--,--
SH600223,鲁商发展,--,-1.79%,7.7,-0.14,7.69,7.7,6841881,53177235,256900--,0.13%,0.13%,-3.14%,-0.92,0.67%,32.54,7827579600,7827579600,100.00%,4058482,2783399,1.46,--,无,无,0.02,0.91,32.61,189202930,2.01,0.186,住宅开发,房地产开发,7.84,7.95,1.40%,7.99,7.61,-5.75%,-17.65%,-15.85%,-41.40%,4.85%,36100,4700,9905,-0.01,11.82,--,1016568780,1016568780,292081340亿,-39.18%,3.84,6,-2.72,--,--,--
SZ001872,招商港口,--,-1.79%,14.82,-0.27,14.82,14.83,1825165,27220137,10100--,0.00%,0.00%,-1.79%,-0.62,0.10%,29.74,28489451000,25823391000,90.64%,1052621,772544,1.36,--,无,无,0,0.75,9.53,1981861300,0.691,1.03,港口,港口航运,15.09,15.09,0.00%,15.21,14.73,-4.26%,-6.91%,-5.30%,-10.29%,3.18%,17300,8100,5971,-0.17,-45.75,--,1922365100,1742469000,5505627100亿,18.18%,21.44,2,0.18,--,--,--
SZ300106,西部牧业,--,-1.79%,7.68,-0.14,7.68,7.69,2277200,17709667,52400--,-0.13%,-0.13%,-3.52%,-1.24,1.08%,49.07,1623032100,1623032100,100.00%,1289104,988096,1.3,--,无,无,0.03,0.71,118.6,12080001,2.68,0.057,乳品,食品加工制造,7.82,7.96,1.79%,8.06,7.61,-5.19%,-7.80%,-13.90%,-31.18%,5.75%,98400,29200,5385,--,31.92,--,211332310,211332310,29539821亿,-5.67%,2.86,3,-2,--,--,--
SH603528,多伦科技,--,-1.79%,6.03,-0.11,6.02,6.03,3700458,22453647,36400--,0.00%,0.00%,-2.43%,-0.62,0.59%,-51.13,3763409300,3763409300,100.00%,1989884,1710574,1.16,--,无,无,-0.01,0.96,,25038306,2.54,0.04,软件开发,计算机应用,6.14,6.18,0.65%,6.2,5.97,-7.52%,-8.08%,-12.61%,-13.73%,3.75%,8700,86500,8485,0,-16.96,--,624114320,624114320,22639975亿,-16.21%,2.38,4,0.7,--,--,--
SH600325,华发股份,--,-1.79%,9.86,-0.18,9.86,9.87,33427773,330201510,174900--,0.10%,0.10%,-2.09%,-0.18,1.58%,-30.29,20875209000,20875120000,100.00%,18347035,15080738,1.22,--,无,无,0.01,0.67,6.22,1845958000,1.2,0.82,住宅开发,房地产开发,10.04,10.07,0.30%,10.14,9.75,-1.79%,-7.16%,24.81%,77.34%,3.88%,26900,33700,44586,-0.02,1.65,--,2117161100,2117152100,3091763600亿,9.44%,8.22,0,-6.37,--,--,--
SZ300983,尤安设计,--,-1.79%,29.02,-0.53,29.01,29.02,194936,5740960,10800--,-0.21%,-0.21%,-3.62%,-1.46,0.61%,22.72,3714560000,928640000,25.00%,136880,58056,2.36,--,无,无,0.02,0.77,24.31,-6794051,1.21,-0.053,工程咨询服务,建筑装饰,29.55,30.11,1.90%,30.2,29.02,-4.85%,-12.09%,-6.93%,-41.92%,3.99%,200,1020,599,--,100,--,128000000,32000000,-10576918亿,-104.70%,23.95,4,-10.17,--,--,--
SH603628,清源股份,--,-1.79%,14.78,-0.27,14.77,14.78,14754556,218101740,192800--,0.14%,0.14%,-5.62%,-0.01,5.39%,35.78,4046764000,4046764000,100.00%,8026803,6727753,1.19,--,无,有,-0.01,0.84,100.2,28442268,3.97,0.104,光伏设备,电力设备,15.05,15.66,4.05%,15.68,14.2,4.97%,3.36%,-2.83%,10.84%,9.83%,18500,12100,24905,0,-0.9,--,273800000,273800000,34223528亿,-19.70%,3.73,0,8.66,--,--,--
SZ300823,建科机械,--,-1.79%,16.42,-0.3,16.42,16.43,561896,9335115,9696--,-0.06%,-0.06%,-2.32%,-1.16,1.47%,68.26,1536240300,626825800,40.80%,353394,208502,1.69,--,无,无,0,0.91,22.48,23240805,1.62,0.25,其他专用设备,专用设备,16.72,16.81,0.54%,17.16,16.36,-7.02%,-12.89%,-10.57%,-26.35%,4.78%,4404,700,1363,--,--,--,93559091,38174531,26493512亿,-48.87%,10.16,5,0,--,--,--
SH600782,新钢股份,--,-1.79%,3.83,-0.07,3.82,3.83,32359710,125662170,285900--,0.26%,0.26%,-2.54%,-1.37,1.01%,46.24,12212807900,12212807900,100.00%,19607969,12751741,1.54,--,无,无,0.01,0.95,3.63,1420331700,0.456,0.454,普钢,钢铁,3.9,3.93,0.77%,3.97,3.81,-5.67%,-9.46%,-10.30%,-19.87%,4.10%,722850,330500,17033,-0.01,1.59,--,3188722700,3188722700,1676274300亿,-40.94%,8.4,6,-11.32,--,--,--
SZ003030,祖名股份,--,-1.80%,24.06,-0.44,24.05,24.06,2118100,52224836,37300--,-0.12%,-0.13%,-2.51%,-2.43,4.21%,15.21,3002206800,1211231530,40.34%,1163150,954950,1.22,--,无,无,-0.24,0.82,63.43,23132724,2.94,0.19,其他农产品加工,农产品加工,24.5,24.68,0.73%,25.3,24.02,-2.47%,-4.14%,-3.37%,-6.89%,5.22%,13300,4500,5654,--,-42.4,--,124780000,50342125,30275619亿,-26.62%,8.18,1,44.65,--,--,--
SH603106,恒银科技,--,-1.80%,4.37,-0.08,4.37,4.38,7479378,33418187,142869--,0.00%,0.00%,-2.67%,-2.2,1.44%,36.59,2274672400,2274672400,100.00%,4352755,3126623,1.39,--,无,无,0.08,0.75,,-45951059,1.44,-0.088,计算机设备,计算机设备,4.45,4.49,0.90%,4.56,4.35,-11.18%,-22.52%,-12.42%,-28.24%,4.72%,62231,22100,6122,0,22.81,--,520520000,520520000,-52525663亿,-1179%,3.04,5,-4.69,--,--,--
SH601162,天风证券,--,-1.80%,2.73,-0.05,2.73,2.74,59729487,165623890,574724--,-0.37%,-0.37%,-2.50%,-1.54,0.69%,33.98,23657518000,23657518000,100.00%,34289817,25439670,1.35,--,有,无,-0.03,1.05,76.75,51673609,0.95,0.01,证券,证券,2.78,2.8,0.72%,2.82,2.72,-4.55%,-8.39%,-10.20%,-32.49%,3.60%,1368776,264000,29847,-0.03,-7.06,--,8665757500,8665757500,-12118700亿,-84.33%,2.87,5,5.77,--,--,--
SH600661,昂立教育,--,-1.80%,7.63,-0.14,7.63,7.64,2625664,20243497,32800--,-0.13%,-0.13%,-3.30%,-1.03,0.92%,-32.01,2186367600,2186367600,100.00%,1668762,956902,1.74,--,无,无,0.05,0.81,,62423503,9.36,0.24,教育,教育,7.77,7.89,1.54%,7.91,7.56,-6.61%,-9.49%,-14.65%,-21.58%,4.50%,1300,6400,5359,0,39.48,--,286548830,286548830,61315044亿,-63.08%,0.82,4,-5.13,--,--,--
SZ002338,奥普光电,--,-1.80%,21.79,-0.4,21.79,21.8,3430591,75670975,110100--,0.00%,0.00%,-3.16%,-1.21,1.43%,43,5229600000,5229469300,100.00%,2108163,1322428,1.59,--,无,无,-0.05,0.51,86.13,36490893,5.29,0.15,军工电子,国防军工,22.19,22.5,1.40%,22.58,21.66,-7.28%,-1.71%,8.41%,-7.59%,4.15%,20500,14000,9408,--,-32.78,--,240000000,239994000,40741975亿,25.67%,4.12,2,9.12,--,--,--
SZ300770,新媒股份,--,-1.80%,30.47,-0.56,30.45,30.47,1376167,42427245,30300--,-0.23%,-0.23%,-2.78%,-1.16,0.60%,73.25,7040341700,7040280000,100.00%,877376,498791,1.76,--,无,无,-0.04,1.3,10.73,337912310,2.26,1.47,有线电视网络,传媒,31.03,31.34,1.00%,31.61,30.31,-4.21%,-7.92%,-13.19%,-48.18%,4.19%,1600,168,4466,-0.04,-23.65,--,231058150,231056120,337175440亿,-6.49%,13.48,4,14.67,--,--,--
SH601860,紫金银行,--,-1.81%,2.72,-0.05,2.71,2.72,28889645,79121781,293200--,0.37%,0.37%,-1.81%,-0.68,0.83%,13.32,9957848200,9451907200,94.92%,18163307,10726338,1.69,--,无,无,-0.02,0.94,6.26,824208000,0.622,0.23,农商行,银行,2.77,2.77,0.00%,2.79,2.7,-2.16%,-5.23%,-4.56%,-16.31%,3.25%,539457,409214,22579,-0.01,-3.96,--,3660973600,3474965900,979158000亿,10.07%,4.37,2,1.47,--,--,--
SH600030,中信证券,--,-1.81%,17.4,-0.32,17.4,17.41,56827620,998002670,1209640↓,-0.06%,-0.06%,-2.52%,-0.91,0.50%,57.8,2.58E+11,1.98E+11,76.70%,33579008,23248612,1.44,--,无,无,-0.07,1.22,11.67,11196326800,1.06,0.76,证券,证券,17.72,17.85,0.73%,17.87,17.32,-5.38%,-10.91%,-10.86%,-28.42%,3.10%,204160,148246,57979,-0.3,-22.08,--,14820547000,11366683300,15400588000亿,-8.21%,16.38,5,16.73,--,--,--
SZ002190,成飞集成,--,-1.81%,23.92,-0.44,23.92,23.93,2462451,59413954,58421--,-0.04%,-0.04%,-2.37%,-0.85,0.69%,75.47,8580805900,8580805900,100.00%,1501880,960571,1.56,--,无,无,0.02,0.75,116.2,26909642,1.58,0.075,汽车零部件,汽车零部件,24.36,24.5,0.57%,24.8,23.62,-8.67%,-12.38%,-10.75%,-29.06%,4.84%,3379,2500,6887,--,16.76,--,358729340,358729340,50121456亿,205.20%,15.15,4,-3.99,--,--,--
SZ300355,蒙草生态,--,-1.81%,3.26,-0.06,3.26,3.27,12520986,41386709,422400--,-0.31%,-0.31%,-2.69%,-1.37,0.95%,-22.63,5229829200,4299116500,82.20%,8228081,4292905,1.92,--,无,有,-0.11,0.98,15.85,151852610,1.21,0.09,综合环境治理,环保,3.32,3.35,0.90%,3.37,3.26,-6.86%,-9.70%,-14.66%,-39.33%,3.31%,77100,61200,8950,--,-28.77,--,1604242100,1318747380,205666260亿,15.80%,2.7,5,8.49,--,--,--
SH601098,中南传媒,--,-1.81%,9.78,-0.18,9.77,9.78,6979259,69230601,103900--,0.00%,0.00%,-3.17%,-1.4,0.39%,7.12,17564880000,17564880000,100.00%,3613392,3365867,1.07,--,有,有,0,1.07,11.08,833014760,1.25,0.46,出版,传媒,9.96,10.1,1.41%,10.18,9.72,-1.51%,-4.02%,-1.71%,9.64%,4.62%,34500,43380,19206,-0.02,13.4,--,1796000000,1796000000,891802390亿,9.10%,7.83,2,-0.2,--,--,--
SZ002230,科大讯飞,--,-1.81%,33.13,-0.61,33.12,33.13,11740628,393834790,174800--,0.03%,0.03%,-2.59%,-1.23,0.56%,44.36,76985930000,69720987000,90.56%,6887852,4852776,1.42,--,有,无,-0.06,1.28,54.37,278081110,4.54,0.12,软件开发,计算机应用,33.74,34.01,0.80%,34.33,32.99,-3.66%,-7.61%,-11.63%,-36.79%,3.97%,28500,3101,24767,-0.48,-20.74,--,2323752800,2104466900,230036570亿,-33.57%,7.29,5,4.73,--,--,--
SH603316,诚邦股份,--,-1.81%,5.42,-0.1,5.41,5.42,4213520,23139758,37800--,-0.18%,-0.18%,-3.21%,-1.3,1.59%,0.33,1432310900,1432310900,100.00%,2387110,1826410,1.31,--,无,无,0.02,1.1,80.32,6717765,1.56,0.03,装饰园林,建筑装饰,5.52,5.6,1.45%,5.6,5.39,-6.39%,-10.71%,-10.12%,-1.54%,3.80%,6500,700,9145,0,100,--,264264000,264264000,6088177亿,-37.89%,3.48,4,-1.74,--,--,--
SH688663,新风光,--,-1.81%,45.51,-0.84,45.5,45.51,4044291,183504530,200--,0.00%,0.00%,-0.78%,0.29,5.50%,72.17,6369124500,3343688200,52.50%,2220887,1823404,1.22,--,无,无,-0.04,0.55,48.55,56070630,5.98,0.4,电气自控设备,电力设备,46.35,45.87,-1.04%,46.35,44.11,30.96%,26.42%,27.41%,-2.74%,4.83%,26288,2725,11149,-0.01,-1.54,--,139950000,73471505,66253329亿,36.87%,7.61,0,54.31,--,--,--
SZ301169,零点有数,--,-1.82%,27.01,-0.5,27.01,27.1,422900,11600411,11900--,0.22%,0.22%,-2.17%,-1.53,2.34%,-15.49,1951196300,487799090,25.00%,247550,175350,1.41,--,无,无,0.02,0.85,59.35,-14903948,3,-0.21,专业服务,专业服务,27.51,27.61,0.36%,28.01,26.9,-7.88%,-12.28%,-14.23%,-30.64%,4.03%,7400,300,1786,--,15.58,--,72239774,18059944,-24324944亿,-370.80%,8.99,5,0,--,--,--
SZ002591,恒大高新,--,-1.82%,5.94,-0.11,5.93,5.94,16858200,100903077,487100--,0.34%,0.34%,-1.98%,-0.75,7.78%,26.18,1783184900,1287079030,72.18%,9436698,7421502,1.27,--,无,无,-0.47,0.6,,-4532414,2.31,-0.015,其他化学制品,化学制品,6.05,6.06,0.17%,6.15,5.91,-16.10%,-11.21%,-9.59%,4.21%,3.97%,79100,52600,15310,--,-44.59,--,300199480,216679970,-5259503亿,-122.30%,2.57,4,60.98,--,--,--
